EnrollmentID,StudentID,CourseID,Semester,Year,Grade,Source
2487,1717,COURSE147,Fall,2021,A,Synthetic
2488,1941,COURSE80,Summer,2024,C,Synthetic
2489,2299,COURSE74,Spring,2022,D,Synthetic
2490,2953,COURSE110,Summer,2021,B,Synthetic
2491,2977,COURSE76,Summer,2023,C,Synthetic
2492,2729,COURSE125,Summer,2021,C,Synthetic
2493,2121,COURSE123,Fall,2022,F,Synthetic
2494,1967,COURSE122,Summer,2022,A,Synthetic
2495,1930,COURSE100,Summer,2021,C,Synthetic
2496,1729,COURSE87,Spring,2023,B,Synthetic
2497,2985,COURSE121,Spring,2020,C,Synthetic
2498,2035,COURSE70,Summer,2024,B,Synthetic
2499,2205,COURSE93,Spring,2019,F,Synthetic
2500,2738,COURSE81,Fall,2020,D,Synthetic
2501,1325,COURSE129,Fall,2019,D,Synthetic
2502,2634,COURSE71,Fall,2023,A,Synthetic
2503,2284,COURSE77,Spring,2020,C,Synthetic
2504,2037,COURSE125,Spring,2022,C,Synthetic
2505,2712,COURSE71,Fall,2021,F,Synthetic
2506,2893,COURSE63,Summer,2020,C,Synthetic
2507,1214,COURSE115,Fall,2023,F,Synthetic
2508,2654,COURSE79,Fall,2023,C,Synthetic
2509,1854,COURSE89,Summer,2024,B,Synthetic
2510,2181,COURSE82,Fall,2019,B,Synthetic
2511,2166,COURSE140,Summer,2020,C,Synthetic
2512,2502,COURSE94,Summer,2020,F,Synthetic
2513,2735,COURSE59,Spring,2020,C,Synthetic
2514,1140,COURSE51,Fall,2021,A,Synthetic
2515,1091,COURSE114,Fall,2023,D,Synthetic
2516,1354,COURSE86,Fall,2020,B,Synthetic
2517,2812,COURSE136,Spring,2024,B,Synthetic
2518,1711,COURSE92,Fall,2022,F,Synthetic
2519,2833,COURSE133,Spring,2024,A,Synthetic
2520,1908,COURSE109,Spring,2024,D,Synthetic
2521,1311,COURSE146,Fall,2019,C,Synthetic
2522,1076,COURSE148,Summer,2021,C,Synthetic
2523,2220,COURSE121,Fall,2022,F,Synthetic
2524,1928,COURSE110,Fall,2024,C,Synthetic
2525,2264,COURSE102,Fall,2022,A,Synthetic
2526,2358,COURSE100,Fall,2020,F,Synthetic
2527,1564,COURSE82,Fall,2023,A,Synthetic
2528,2374,COURSE56,Fall,2020,D,Synthetic
2529,1576,COURSE141,Summer,2020,C,Synthetic
2530,1466,COURSE113,Summer,2019,D,Synthetic
2531,1294,COURSE81,Summer,2019,B,Synthetic
2532,1350,COURSE101,Spring,2019,C,Synthetic
2533,2524,COURSE70,Fall,2020,C,Synthetic
2534,1178,COURSE75,Fall,2022,F,Synthetic
2535,2548,COURSE141,Spring,2022,C,Synthetic
2536,1641,COURSE120,Summer,2020,C,Synthetic
2537,1551,COURSE142,Fall,2024,D,Synthetic
2538,1201,COURSE144,Spring,2023,C,Synthetic
2539,1714,COURSE76,Spring,2024,A,Synthetic
2540,2278,COURSE71,Spring,2021,D,Synthetic
2541,1243,COURSE67,Fall,2021,C,Synthetic
2542,1562,COURSE100,Summer,2022,B,Synthetic
2543,1745,COURSE97,Spring,2021,F,Synthetic
2544,2129,COURSE52,Spring,2024,C,Synthetic
2545,1337,COURSE104,Fall,2021,D,Synthetic
2546,2245,COURSE111,Fall,2021,F,Synthetic
2547,2223,COURSE116,Summer,2022,C,Synthetic
2548,1607,COURSE145,Fall,2023,B,Synthetic
2549,1088,COURSE138,Fall,2020,D,Synthetic
2550,2163,COURSE150,Fall,2020,B,Synthetic
2551,1201,COURSE142,Spring,2019,F,Synthetic
2552,1940,COURSE65,Fall,2022,A,Synthetic
2553,2028,COURSE71,Spring,2021,C,Synthetic
2554,2606,COURSE53,Spring,2022,C,Synthetic
2555,1119,COURSE104,Fall,2019,C,Synthetic
2556,1443,COURSE150,Fall,2019,B,Synthetic
2557,2747,COURSE89,Spring,2021,C,Synthetic
2558,2070,COURSE122,Summer,2019,C,Synthetic
2559,1107,COURSE111,Fall,2023,C,Synthetic
2560,2521,COURSE129,Summer,2019,F,Synthetic
2561,1801,COURSE109,Summer,2023,A,Synthetic
2562,2234,COURSE69,Summer,2024,A,Synthetic
2563,2926,COURSE124,Summer,2023,C,Synthetic
2564,2387,COURSE149,Summer,2021,D,Synthetic
2565,2990,COURSE63,Fall,2021,B,Synthetic
2566,2521,COURSE68,Summer,2024,F,Synthetic
2567,1057,COURSE103,Spring,2021,D,Synthetic
2568,1932,COURSE123,Summer,2020,F,Synthetic
2569,1949,COURSE93,Fall,2020,A,Synthetic
2570,1554,COURSE83,Summer,2020,C,Synthetic
2571,3000,COURSE99,Summer,2020,C,Synthetic
2572,1578,COURSE118,Summer,2024,B,Synthetic
2573,1096,COURSE72,Summer,2020,C,Synthetic
2574,1660,COURSE147,Fall,2021,C,Synthetic
2575,2253,COURSE69,Summer,2023,C,Synthetic
2576,1760,COURSE55,Spring,2022,D,Synthetic
2577,2348,COURSE127,Spring,2022,B,Synthetic
2578,1201,COURSE130,Fall,2024,F,Synthetic
2579,2282,COURSE142,Spring,2019,C,Synthetic
2580,1353,COURSE128,Fall,2019,C,Synthetic
2581,2580,COURSE56,Fall,2020,B,Synthetic
2582,1219,COURSE75,Fall,2019,A,Synthetic
2583,2407,COURSE136,Summer,2021,B,Synthetic
2584,2721,COURSE141,Spring,2024,D,Synthetic
2585,2912,COURSE59,Fall,2024,C,Synthetic
2586,1839,COURSE108,Spring,2020,F,Synthetic
2587,2069,COURSE137,Fall,2020,D,Synthetic
2588,1281,COURSE54,Summer,2022,C,Synthetic
2589,1332,COURSE120,Fall,2022,D,Synthetic
2590,2286,COURSE131,Fall,2020,D,Synthetic
2591,1841,COURSE137,Fall,2023,C,Synthetic
2592,2366,COURSE107,Summer,2022,A,Synthetic
2593,2578,COURSE105,Summer,2023,B,Synthetic
2594,1914,COURSE108,Fall,2021,A,Synthetic
2595,1432,COURSE128,Fall,2021,A,Synthetic
2596,1285,COURSE125,Fall,2019,A,Synthetic
2597,2509,COURSE87,Fall,2020,A,Synthetic
2598,1745,COURSE137,Spring,2019,C,Synthetic
2599,2465,COURSE135,Fall,2023,B,Synthetic
2600,1422,COURSE138,Spring,2023,A,Synthetic
2601,1755,COURSE141,Spring,2019,D,Synthetic
2602,2092,COURSE70,Spring,2022,D,Synthetic
2603,2717,COURSE126,Summer,2020,B,Synthetic
2604,1120,COURSE82,Fall,2021,F,Synthetic
2605,1371,COURSE91,Summer,2022,F,Synthetic
2606,1653,COURSE114,Fall,2024,F,Synthetic
2607,1584,COURSE84,Spring,2022,C,Synthetic
2608,1215,COURSE99,Spring,2021,A,Synthetic
2609,2200,COURSE130,Fall,2019,C,Synthetic
2610,1061,COURSE59,Fall,2022,B,Synthetic
2611,1906,COURSE71,Summer,2024,A,Synthetic
2612,1720,COURSE81,Fall,2022,C,Synthetic
2613,1564,COURSE106,Spring,2023,C,Synthetic
2614,1698,COURSE130,Summer,2019,C,Synthetic
2615,2628,COURSE144,Spring,2022,A,Synthetic
2616,2045,COURSE134,Fall,2021,D,Synthetic
2617,2564,COURSE142,Summer,2023,B,Synthetic
2618,1781,COURSE150,Spring,2022,A,Synthetic
2619,2256,COURSE57,Spring,2021,C,Synthetic
2620,1219,COURSE76,Fall,2022,C,Synthetic
2621,1897,COURSE86,Fall,2019,C,Synthetic
2622,2242,COURSE55,Fall,2019,B,Synthetic
2623,1933,COURSE143,Fall,2020,A,Synthetic
2624,1685,COURSE69,Fall,2020,C,Synthetic
2625,2144,COURSE149,Fall,2024,B,Synthetic
2626,1528,COURSE122,Spring,2023,C,Synthetic
2627,2088,COURSE127,Fall,2022,C,Synthetic
2628,1950,COURSE108,Summer,2020,A,Synthetic
2629,1401,COURSE135,Summer,2020,B,Synthetic
2630,1211,COURSE145,Summer,2019,D,Synthetic
2631,2124,COURSE87,Summer,2021,C,Synthetic
2632,1570,COURSE148,Spring,2020,B,Synthetic
2633,2650,COURSE141,Summer,2019,A,Synthetic
2634,2158,COURSE117,Spring,2024,D,Synthetic
2635,2403,COURSE119,Fall,2020,C,Synthetic
2636,1258,COURSE79,Fall,2021,C,Synthetic
2637,1694,COURSE122,Summer,2022,A,Synthetic
2638,1470,COURSE80,Fall,2023,A,Synthetic
2639,1155,COURSE112,Fall,2023,C,Synthetic
2640,1969,COURSE109,Fall,2022,B,Synthetic
2641,1176,COURSE83,Spring,2023,F,Synthetic
2642,2349,COURSE139,Spring,2019,C,Synthetic
2643,1874,COURSE67,Fall,2024,B,Synthetic
2644,1921,COURSE61,Spring,2022,D,Synthetic
2645,2766,COURSE135,Fall,2024,B,Synthetic
2646,2965,COURSE105,Summer,2022,A,Synthetic
2647,1707,COURSE101,Spring,2021,A,Synthetic
2648,2082,COURSE96,Spring,2023,F,Synthetic
2649,1808,COURSE79,Summer,2019,F,Synthetic
2650,1412,COURSE84,Fall,2019,C,Synthetic
2651,1176,COURSE99,Summer,2023,C,Synthetic
2652,2037,COURSE71,Fall,2022,F,Synthetic
2653,1957,COURSE106,Fall,2023,A,Synthetic
2654,2346,COURSE81,Summer,2020,A,Synthetic
2655,2318,COURSE130,Summer,2021,B,Synthetic
2656,1900,COURSE63,Summer,2019,C,Synthetic
2657,1980,COURSE127,Fall,2020,C,Synthetic
2658,1204,COURSE128,Summer,2023,B,Synthetic
2659,2441,COURSE119,Fall,2020,D,Synthetic
2660,2201,COURSE142,Fall,2021,F,Synthetic
2661,2500,COURSE98,Spring,2020,C,Synthetic
2662,1627,COURSE94,Fall,2020,C,Synthetic
2663,2163,COURSE67,Fall,2024,B,Synthetic
2664,2374,COURSE84,Fall,2022,B,Synthetic
2665,1779,COURSE113,Fall,2020,C,Synthetic
2666,2808,COURSE90,Summer,2019,B,Synthetic
2667,2853,COURSE95,Fall,2019,A,Synthetic
2668,1476,COURSE72,Summer,2020,C,Synthetic
2669,1400,COURSE89,Fall,2020,D,Synthetic
2670,1330,COURSE125,Fall,2023,A,Synthetic
2671,1226,COURSE79,Summer,2023,F,Synthetic
2672,2962,COURSE95,Summer,2024,A,Synthetic
2673,1879,COURSE145,Fall,2024,C,Synthetic
2674,2981,COURSE64,Spring,2022,A,Synthetic
2675,2626,COURSE93,Summer,2022,C,Synthetic
2676,2046,COURSE68,Spring,2020,B,Synthetic
2677,1723,COURSE58,Summer,2023,F,Synthetic
2678,2749,COURSE102,Fall,2022,C,Synthetic
2679,1402,COURSE76,Fall,2023,B,Synthetic
2680,2920,COURSE82,Spring,2021,C,Synthetic
2681,1228,COURSE150,Fall,2024,B,Synthetic
2682,1422,COURSE145,Fall,2019,C,Synthetic
2683,1955,COURSE94,Fall,2022,F,Synthetic
2684,1264,COURSE147,Fall,2023,A,Synthetic
2685,1965,COURSE87,Fall,2021,C,Synthetic
2686,1621,COURSE136,Fall,2019,F,Synthetic
2687,2032,COURSE75,Fall,2020,D,Synthetic
2688,2006,COURSE97,Summer,2024,A,Synthetic
2689,1984,COURSE106,Fall,2024,A,Synthetic
2690,2719,COURSE66,Fall,2021,D,Synthetic
2691,2418,COURSE143,Fall,2021,A,Synthetic
2692,1760,COURSE57,Spring,2022,A,Synthetic
2693,2480,COURSE145,Spring,2021,D,Synthetic
2694,1334,COURSE95,Summer,2021,B,Synthetic
2695,2329,COURSE68,Summer,2023,F,Synthetic
2696,1299,COURSE57,Spring,2020,D,Synthetic
2697,1725,COURSE116,Fall,2020,C,Synthetic
2698,1666,COURSE146,Summer,2024,D,Synthetic
2699,1302,COURSE109,Summer,2023,D,Synthetic
2700,1786,COURSE142,Fall,2024,B,Synthetic
2701,1037,COURSE62,Fall,2022,D,Synthetic
2702,2304,COURSE114,Fall,2023,D,Synthetic
2703,2075,COURSE146,Fall,2019,C,Synthetic
2704,2953,COURSE92,Fall,2024,C,Synthetic
2705,1017,COURSE51,Fall,2023,C,Synthetic
2706,2340,COURSE105,Summer,2021,C,Synthetic
2707,1797,COURSE64,Spring,2022,F,Synthetic
2708,2734,COURSE144,Summer,2023,C,Synthetic
2709,1511,COURSE121,Fall,2024,B,Synthetic
2710,1009,COURSE135,Fall,2019,C,Synthetic
2711,2748,COURSE117,Spring,2023,C,Synthetic
2712,1149,COURSE113,Spring,2023,D,Synthetic
2713,2292,COURSE91,Summer,2023,A,Synthetic
2714,2648,COURSE131,Spring,2021,C,Synthetic
2715,1183,COURSE63,Summer,2020,B,Synthetic
2716,1060,COURSE74,Summer,2022,C,Synthetic
2717,2493,COURSE81,Fall,2020,C,Synthetic
2718,2968,COURSE74,Fall,2024,F,Synthetic
2719,1091,COURSE101,Spring,2024,D,Synthetic
2720,2770,COURSE113,Summer,2020,B,Synthetic
2721,2824,COURSE78,Spring,2024,C,Synthetic
2722,2459,COURSE136,Spring,2024,D,Synthetic
2723,2389,COURSE66,Spring,2021,A,Synthetic
2724,1926,COURSE133,Spring,2020,B,Synthetic
2725,2567,COURSE89,Summer,2024,D,Synthetic
2726,1469,COURSE133,Summer,2022,C,Synthetic
2727,1240,COURSE131,Summer,2023,B,Synthetic
2728,1084,COURSE56,Summer,2021,F,Synthetic
2729,2806,COURSE69,Summer,2020,A,Synthetic
2730,1724,COURSE135,Spring,2024,A,Synthetic
2731,1954,COURSE51,Spring,2019,B,Synthetic
2732,2353,COURSE119,Spring,2021,A,Synthetic
2733,1423,COURSE92,Fall,2021,C,Synthetic
2734,2892,COURSE114,Fall,2019,D,Synthetic
2735,1768,COURSE72,Fall,2024,D,Synthetic
2736,2726,COURSE58,Spring,2020,C,Synthetic
2737,1250,COURSE73,Spring,2021,F,Synthetic
2738,2371,COURSE126,Summer,2021,A,Synthetic
2739,1039,COURSE128,Spring,2020,A,Synthetic
2740,1482,COURSE87,Spring,2024,D,Synthetic
2741,2863,COURSE77,Spring,2021,D,Synthetic
2742,2687,COURSE94,Fall,2021,D,Synthetic
2743,1341,COURSE143,Summer,2022,D,Synthetic
2744,2719,COURSE92,Summer,2022,C,Synthetic
2745,2079,COURSE134,Fall,2020,A,Synthetic
2746,1638,COURSE109,Spring,2020,F,Synthetic
2747,1226,COURSE149,Spring,2019,C,Synthetic
2748,2329,COURSE137,Summer,2021,D,Synthetic
2749,1596,COURSE68,Summer,2019,C,Synthetic
2750,2889,COURSE124,Spring,2021,C,Synthetic
2751,1990,COURSE108,Spring,2020,B,Synthetic
2752,1439,COURSE120,Summer,2022,A,Synthetic
2753,1352,COURSE58,Spring,2020,D,Synthetic
2754,1875,COURSE84,Summer,2021,A,Synthetic
2755,1764,COURSE123,Fall,2019,A,Synthetic
2756,1855,COURSE100,Spring,2021,A,Synthetic
2757,2286,COURSE143,Spring,2019,F,Synthetic
2758,1498,COURSE148,Spring,2024,F,Synthetic
2759,2350,COURSE147,Spring,2022,D,Synthetic
2760,1516,COURSE72,Summer,2022,F,Synthetic
2761,1902,COURSE144,Spring,2019,B,Synthetic
2762,1899,COURSE128,Summer,2023,B,Synthetic
2763,2909,COURSE96,Spring,2023,C,Synthetic
2764,2366,COURSE82,Fall,2024,D,Synthetic
2765,1472,COURSE51,Fall,2021,A,Synthetic
2766,1873,COURSE53,Summer,2022,D,Synthetic
2767,2939,COURSE66,Summer,2023,D,Synthetic
2768,2906,COURSE110,Summer,2019,A,Synthetic
2769,2240,COURSE144,Fall,2019,C,Synthetic
2770,1115,COURSE56,Spring,2020,C,Synthetic
2771,2993,COURSE108,Fall,2024,A,Synthetic
2772,2196,COURSE77,Spring,2021,B,Synthetic
2773,2510,COURSE132,Spring,2019,A,Synthetic
2774,1296,COURSE58,Fall,2023,A,Synthetic
2775,1670,COURSE120,Fall,2023,B,Synthetic
2776,2461,COURSE75,Summer,2021,B,Synthetic
2777,1927,COURSE95,Summer,2020,C,Synthetic
2778,2650,COURSE58,Fall,2022,C,Synthetic
2779,1386,COURSE74,Spring,2020,B,Synthetic
2780,2733,COURSE104,Summer,2019,A,Synthetic
2781,1911,COURSE79,Spring,2023,A,Synthetic
2782,2701,COURSE51,Summer,2024,C,Synthetic
2783,2883,COURSE126,Fall,2020,A,Synthetic
2784,1257,COURSE143,Summer,2019,C,Synthetic
2785,2446,COURSE72,Summer,2024,B,Synthetic
2786,1925,COURSE145,Spring,2023,B,Synthetic
2787,1800,COURSE147,Spring,2021,C,Synthetic
2788,1196,COURSE109,Fall,2023,F,Synthetic
2789,1718,COURSE98,Fall,2022,F,Synthetic
2790,1336,COURSE98,Spring,2023,C,Synthetic
2791,2200,COURSE128,Spring,2024,D,Synthetic
2792,2657,COURSE97,Fall,2023,C,Synthetic
2793,1018,COURSE110,Spring,2023,F,Synthetic
2794,2260,COURSE89,Spring,2022,C,Synthetic
2795,1515,COURSE85,Spring,2023,B,Synthetic
2796,1743,COURSE136,Fall,2022,C,Synthetic
2797,1409,COURSE132,Spring,2019,A,Synthetic
2798,2766,COURSE122,Spring,2019,A,Synthetic
2799,2405,COURSE139,Spring,2024,C,Synthetic
2800,2255,COURSE91,Fall,2024,C,Synthetic
2801,2985,COURSE102,Fall,2019,B,Synthetic
2802,1065,COURSE124,Spring,2020,F,Synthetic
2803,2754,COURSE129,Summer,2023,B,Synthetic
2804,2183,COURSE111,Fall,2023,C,Synthetic
2805,1157,COURSE90,Spring,2021,C,Synthetic
2806,1649,COURSE56,Summer,2019,C,Synthetic
2807,2108,COURSE124,Fall,2020,C,Synthetic
2808,1251,COURSE69,Fall,2021,B,Synthetic
2809,1569,COURSE93,Spring,2022,A,Synthetic
2810,1136,COURSE90,Spring,2021,D,Synthetic
2811,2741,COURSE72,Fall,2020,B,Synthetic
2812,1294,COURSE90,Summer,2019,D,Synthetic
2813,1892,COURSE145,Fall,2020,B,Synthetic
2814,1044,COURSE91,Summer,2022,D,Synthetic
2815,1786,COURSE99,Spring,2021,C,Synthetic
2816,1156,COURSE64,Fall,2022,A,Synthetic
2817,2115,COURSE107,Fall,2020,A,Synthetic
2818,1602,COURSE145,Summer,2021,C,Synthetic
2819,2547,COURSE72,Fall,2019,A,Synthetic
2820,2046,COURSE110,Spring,2023,C,Synthetic
2821,2049,COURSE101,Spring,2019,C,Synthetic
2822,2508,COURSE82,Spring,2024,A,Synthetic
2823,2859,COURSE65,Spring,2023,C,Synthetic
2824,1370,COURSE115,Fall,2020,A,Synthetic
2825,2931,COURSE127,Summer,2020,D,Synthetic
2826,1024,COURSE147,Fall,2023,F,Synthetic
2827,2600,COURSE149,Summer,2022,B,Synthetic
2828,2165,COURSE142,Spring,2022,F,Synthetic
2829,2059,COURSE147,Summer,2020,A,Synthetic
2830,1424,COURSE96,Summer,2019,A,Synthetic
2831,1152,COURSE142,Fall,2024,B,Synthetic
2832,2759,COURSE127,Fall,2021,C,Synthetic
2833,1813,COURSE106,Summer,2022,C,Synthetic
2834,1302,COURSE136,Fall,2021,C,Synthetic
2835,1958,COURSE119,Spring,2020,C,Synthetic
2836,1381,COURSE137,Fall,2021,D,Synthetic
2837,1499,COURSE76,Summer,2021,D,Synthetic
2838,1270,COURSE119,Fall,2024,D,Synthetic
2839,1364,COURSE144,Fall,2021,A,Synthetic
2840,1845,COURSE79,Spring,2020,B,Synthetic
2841,2575,COURSE105,Fall,2023,D,Synthetic
2842,2990,COURSE70,Spring,2019,A,Synthetic
2843,2854,COURSE138,Fall,2020,A,Synthetic
2844,2046,COURSE127,Fall,2022,B,Synthetic
2845,1260,COURSE99,Fall,2023,C,Synthetic
2846,2422,COURSE133,Summer,2024,A,Synthetic
2847,2245,COURSE147,Fall,2021,C,Synthetic
2848,1781,COURSE123,Summer,2021,B,Synthetic
2849,1411,COURSE146,Spring,2019,F,Synthetic
2850,1243,COURSE119,Summer,2019,D,Synthetic
2851,1122,COURSE133,Spring,2024,C,Synthetic
2852,2118,COURSE74,Fall,2020,A,Synthetic
2853,2988,COURSE101,Fall,2019,A,Synthetic
2854,2183,COURSE109,Fall,2021,A,Synthetic
2855,2771,COURSE129,Spring,2024,F,Synthetic
2856,2983,COURSE105,Spring,2023,A,Synthetic
2857,1666,COURSE130,Summer,2021,B,Synthetic
2858,2587,COURSE101,Spring,2019,C,Synthetic
2859,1720,COURSE83,Fall,2020,C,Synthetic
2860,1562,COURSE149,Spring,2023,D,Synthetic
2861,1007,COURSE94,Fall,2020,D,Synthetic
2862,1730,COURSE135,Spring,2019,C,Synthetic
2863,1859,COURSE137,Spring,2023,C,Synthetic
2864,1257,COURSE55,Fall,2021,F,Synthetic
2865,2579,COURSE138,Fall,2022,C,Synthetic
2866,2804,COURSE106,Fall,2022,F,Synthetic
2867,2006,COURSE61,Summer,2021,D,Synthetic
2868,1218,COURSE129,Fall,2020,B,Synthetic
2869,1439,COURSE139,Summer,2019,B,Synthetic
2870,2072,COURSE95,Spring,2020,A,Synthetic
2871,2711,COURSE128,Fall,2023,F,Synthetic
2872,2103,COURSE71,Spring,2020,C,Synthetic
2873,2119,COURSE120,Summer,2020,C,Synthetic
2874,2902,COURSE94,Fall,2024,D,Synthetic
2875,2274,COURSE130,Fall,2020,D,Synthetic
2876,2495,COURSE120,Summer,2024,D,Synthetic
2877,1939,COURSE138,Fall,2019,D,Synthetic
2878,2438,COURSE88,Spring,2024,B,Synthetic
2879,2521,COURSE130,Summer,2020,B,Synthetic
2880,1705,COURSE105,Spring,2024,C,Synthetic
2881,1951,COURSE58,Summer,2020,F,Synthetic
2882,1895,COURSE107,Summer,2023,D,Synthetic
2883,1108,COURSE147,Summer,2023,D,Synthetic
2884,2804,COURSE99,Fall,2023,B,Synthetic
2885,1485,COURSE143,Fall,2019,B,Synthetic
2886,1794,COURSE106,Fall,2023,B,Synthetic
2887,2426,COURSE71,Spring,2022,C,Synthetic
2888,2779,COURSE75,Summer,2020,D,Synthetic
2889,1577,COURSE121,Summer,2023,A,Synthetic
2890,2109,COURSE61,Spring,2024,B,Synthetic
2891,1817,COURSE150,Spring,2021,D,Synthetic
2892,2876,COURSE62,Spring,2024,C,Synthetic
2893,2267,COURSE106,Fall,2019,D,Synthetic
2894,2673,COURSE98,Summer,2023,B,Synthetic
2895,2434,COURSE84,Spring,2019,C,Synthetic
2896,2196,COURSE128,Spring,2019,D,Synthetic
2897,1921,COURSE87,Summer,2022,C,Synthetic
2898,1824,COURSE63,Fall,2019,C,Synthetic
2899,2718,COURSE81,Fall,2021,A,Synthetic
2900,1291,COURSE72,Spring,2024,B,Synthetic
2901,2360,COURSE105,Fall,2024,B,Synthetic
2902,1409,COURSE86,Summer,2024,D,Synthetic
2903,2432,COURSE105,Spring,2023,C,Synthetic
2904,2627,COURSE119,Summer,2019,C,Synthetic
2905,1456,COURSE51,Fall,2024,A,Synthetic
2906,2285,COURSE99,Spring,2021,D,Synthetic
2907,2306,COURSE104,Spring,2024,B,Synthetic
2908,2999,COURSE149,Fall,2023,C,Synthetic
2909,2691,COURSE106,Spring,2020,C,Synthetic
2910,2560,COURSE70,Spring,2023,A,Synthetic
2911,2308,COURSE69,Fall,2022,D,Synthetic
2912,2613,COURSE88,Spring,2024,D,Synthetic
2913,1900,COURSE90,Fall,2022,F,Synthetic
2914,1186,COURSE71,Spring,2024,B,Synthetic
2915,2139,COURSE76,Spring,2022,D,Synthetic
2916,1103,COURSE127,Fall,2019,B,Synthetic
2917,2791,COURSE106,Spring,2019,A,Synthetic
2918,2985,COURSE124,Spring,2024,C,Synthetic
2919,2846,COURSE63,Summer,2021,D,Synthetic
2920,2963,COURSE134,Summer,2020,B,Synthetic
2921,1388,COURSE116,Spring,2019,B,Synthetic
2922,2489,COURSE123,Summer,2024,F,Synthetic
2923,2632,COURSE75,Spring,2024,B,Synthetic
2924,2175,COURSE68,Fall,2021,D,Synthetic
2925,2960,COURSE53,Spring,2019,B,Synthetic
2926,1636,COURSE95,Summer,2021,C,Synthetic
2927,1777,COURSE63,Fall,2023,F,Synthetic
2928,1678,COURSE93,Summer,2023,F,Synthetic
2929,1792,COURSE129,Summer,2022,B,Synthetic
2930,1019,COURSE133,Spring,2022,C,Synthetic
2931,1659,COURSE82,Fall,2021,A,Synthetic
2932,2827,COURSE78,Spring,2019,D,Synthetic
2933,2559,COURSE52,Fall,2019,A,Synthetic
2934,2991,COURSE113,Fall,2019,A,Synthetic
2935,1974,COURSE78,Spring,2024,B,Synthetic
2936,2648,COURSE98,Fall,2022,D,Synthetic
2937,2227,COURSE140,Fall,2022,A,Synthetic
2938,1473,COURSE58,Summer,2024,C,Synthetic
2939,1681,COURSE128,Spring,2024,D,Synthetic
2940,1694,COURSE115,Spring,2019,C,Synthetic
2941,1295,COURSE82,Spring,2021,F,Synthetic
2942,1419,COURSE135,Fall,2020,C,Synthetic
2943,1574,COURSE106,Spring,2024,A,Synthetic
2944,1009,COURSE61,Summer,2024,F,Synthetic
2945,2734,COURSE88,Spring,2024,D,Synthetic
2946,2470,COURSE124,Spring,2024,C,Synthetic
2947,1018,COURSE139,Spring,2019,D,Synthetic
2948,2784,COURSE70,Summer,2023,A,Synthetic
2949,1330,COURSE75,Fall,2021,F,Synthetic
2950,2342,COURSE146,Fall,2020,D,Synthetic
2951,1440,COURSE116,Fall,2019,D,Synthetic
2952,1756,COURSE123,Spring,2022,D,Synthetic
2953,1218,COURSE108,Summer,2020,C,Synthetic
2954,1542,COURSE82,Fall,2022,C,Synthetic
2955,1792,COURSE60,Summer,2024,F,Synthetic
2956,2921,COURSE59,Spring,2023,C,Synthetic
2957,2582,COURSE84,Spring,2023,C,Synthetic
2958,2459,COURSE142,Summer,2021,A,Synthetic
2959,1389,COURSE94,Summer,2023,A,Synthetic
2960,1588,COURSE78,Summer,2023,C,Synthetic
2961,1325,COURSE78,Spring,2023,D,Synthetic
2962,2749,COURSE101,Fall,2021,D,Synthetic
2963,1272,COURSE65,Spring,2019,C,Synthetic
2964,1999,COURSE116,Spring,2019,A,Synthetic
2965,1216,COURSE138,Spring,2024,B,Synthetic
2966,1531,COURSE120,Summer,2023,C,Synthetic
2967,1759,COURSE72,Fall,2024,C,Synthetic
2968,2596,COURSE121,Spring,2019,C,Synthetic
2969,1859,COURSE100,Fall,2021,C,Synthetic
2970,2469,COURSE105,Fall,2019,F,Synthetic
2971,1159,COURSE95,Fall,2023,A,Synthetic
2972,2816,COURSE98,Spring,2022,F,Synthetic
2973,2324,COURSE128,Summer,2019,C,Synthetic
2974,1954,COURSE77,Fall,2024,C,Synthetic
2975,2269,COURSE76,Spring,2020,F,Synthetic
2976,1757,COURSE148,Spring,2024,A,Synthetic
2977,1887,COURSE103,Spring,2022,C,Synthetic
2978,1356,COURSE136,Fall,2023,C,Synthetic
2979,2361,COURSE134,Fall,2020,C,Synthetic
2980,2351,COURSE111,Fall,2021,C,Synthetic
2981,1191,COURSE143,Fall,2019,C,Synthetic
2982,1692,COURSE134,Summer,2019,F,Synthetic
2983,1096,COURSE107,Summer,2019,B,Synthetic
2984,2587,COURSE52,Fall,2022,B,Synthetic
2985,1557,COURSE76,Fall,2022,A,Synthetic
2986,1450,COURSE103,Spring,2019,C,Synthetic
2987,1735,COURSE93,Summer,2019,D,Synthetic
2988,1366,COURSE54,Summer,2019,D,Synthetic
2989,1777,COURSE131,Summer,2024,B,Synthetic
2990,2003,COURSE73,Fall,2023,C,Synthetic
2991,1950,COURSE105,Summer,2022,D,Synthetic
2992,2963,COURSE117,Summer,2022,C,Synthetic
2993,1039,COURSE109,Spring,2021,D,Synthetic
2994,2102,COURSE67,Spring,2022,A,Synthetic
2995,2117,COURSE51,Summer,2020,B,Synthetic
2996,2401,COURSE58,Spring,2020,C,Synthetic
2997,1271,COURSE119,Spring,2024,A,Synthetic
2998,1062,COURSE113,Fall,2024,C,Synthetic
2999,2516,COURSE122,Summer,2023,A,Synthetic
3000,2327,COURSE62,Spring,2021,A,Synthetic
3001,1706,COURSE101,Spring,2019,F,Synthetic
3002,2175,COURSE96,Fall,2024,C,Synthetic
3003,1448,COURSE101,Fall,2022,D,Synthetic
