AttendanceID,StudentID,CourseID,Date,AttendanceStatus,Date_Year,Date_Month,Date_Day,Date_DayOfWeek
4300,2159,COURSE42,,Absent,2021,1,7,4
4301,2830,COURSE22,,Present,2020,6,25,4
4302,2258,COURSE40,,Absent,2022,4,2,5
4303,1608,COURSE20,,Present,2023,1,5,5
4304,1113,COURSE2,,Absent,2021,1,8,4
4305,1692,COURSE48,,Absent,2021,9,29,1
4306,2042,COURSE15,,Absent,2023,6,27,2
4307,2654,COURSE28,,Present,2023,3,22,4
4308,2284,COURSE39,,Present,2020,5,12,6
4309,2209,COURSE7,,Absent,2020,2,25,0
4310,2017,COURSE19,,Absent,2021,12,23,1
4311,2813,COURSE48,,Absent,2021,12,6,0
4312,2818,COURSE32,,Present,2024,10,23,5
4313,2653,COURSE34,,Absent,2021,4,10,1
4314,2921,COURSE28,,Absent,2023,2,5,5
4315,1408,COURSE39,,Present,2022,4,1,4
4316,2990,COURSE6,,Absent,2023,11,6,1
4317,2632,COURSE31,,Present,2022,4,11,3
4318,2086,COURSE22,,Present,2021,11,18,5
4319,1566,COURSE16,,Absent,2022,6,24,3
4320,1432,COURSE36,,Present,2022,4,28,1
4321,2495,COURSE4,,Absent,2022,3,23,1
4322,1051,COURSE11,,Absent,2024,3,30,0
4323,1875,COURSE43,,Present,2024,6,6,4
4324,2842,COURSE2,,Present,2022,1,20,6
4325,1020,COURSE12,,Absent,2020,2,13,5
4326,1021,COURSE28,,Present,2020,9,26,4
4327,1260,COURSE2,,Absent,2023,8,29,1
4328,2855,COURSE16,,Absent,2020,12,10,1
4329,1834,COURSE17,,Present,2022,4,8,6
4330,2694,COURSE15,,Absent,2024,3,7,5
4331,1447,COURSE34,,Present,2022,12,15,1
4332,1598,COURSE32,,Present,2020,10,3,2
4333,1496,COURSE39,,Absent,2021,6,13,0
4334,1609,COURSE3,,Present,2020,6,27,2
4335,1043,COURSE15,,Absent,2020,5,27,6
4336,2312,COURSE32,,Present,2023,2,10,2
4337,1120,COURSE19,,Absent,2022,7,3,4
4338,1365,COURSE28,,Absent,2021,12,11,0
4339,2953,COURSE48,,Present,2021,3,28,6
4340,1286,COURSE18,,Absent,2024,8,6,5
4341,1868,COURSE35,,Absent,2022,12,22,0
4342,2438,COURSE31,,Present,2022,10,14,1
4343,1531,COURSE17,,Present,2022,10,6,6
4344,1524,COURSE41,,Absent,2024,5,18,6
4345,1714,COURSE46,,Present,2020,10,8,2
4346,1752,COURSE47,,Absent,2020,9,25,2
4347,1852,COURSE17,,Absent,2024,5,29,4
4348,1100,COURSE17,,Absent,2021,9,23,2
4349,1668,COURSE20,,Present,2022,8,3,5
4350,2253,COURSE40,,Absent,2023,9,6,4
4351,2919,COURSE10,,Present,2023,6,8,3
4352,2612,COURSE1,,Absent,2020,10,5,6
4353,1726,COURSE32,,Present,2022,4,30,6
4354,2378,COURSE1,,Present,2021,1,26,0
4355,2863,COURSE7,,Present,2021,7,31,2
4356,1775,COURSE3,,Present,2022,11,6,6
4357,2485,COURSE3,,Absent,2020,3,27,0
4358,2194,COURSE31,,Present,2023,3,2,2
4359,1751,COURSE46,,Present,2023,12,30,4
4360,2262,COURSE16,,Absent,2022,9,1,2
4361,1524,COURSE28,,Absent,2023,9,2,2
4362,1878,COURSE1,,Absent,2023,12,7,3
4363,2412,COURSE36,,Absent,2024,12,29,3
4364,2818,COURSE44,,Absent,2020,7,26,0
4365,2629,COURSE24,,Absent,2021,12,14,4
4366,2699,COURSE28,,Present,2023,5,13,5
4367,1701,COURSE20,,Absent,2024,10,19,6
4368,1255,COURSE42,,Present,2022,8,16,4
4369,2571,COURSE24,,Present,2020,10,31,4
4370,2838,COURSE23,,Absent,2023,11,14,5
4371,2894,COURSE37,,Absent,2023,9,15,2
4372,1557,COURSE42,,Present,2020,6,18,4
4373,1755,COURSE20,,Absent,2022,2,23,0
4374,1184,COURSE32,,Present,2024,6,8,6
4375,1986,COURSE33,,Absent,2021,7,20,6
4376,1684,COURSE3,,Present,2023,9,23,2
4377,1040,COURSE1,,Absent,2022,6,8,6
4378,2157,COURSE3,,Absent,2023,2,1,1
4379,2863,COURSE17,,Absent,2020,8,6,0
4380,1075,COURSE42,,Absent,2023,10,15,2
4381,1475,COURSE9,,Absent,2023,5,4,6
4382,2924,COURSE12,,Present,2023,5,6,2
4383,2734,COURSE42,,Present,2020,4,4,1
4384,2471,COURSE6,,Present,2022,8,31,4
4385,1545,COURSE22,,Absent,2022,4,22,0
4386,2754,COURSE27,,Absent,2022,11,12,6
4387,1934,COURSE20,,Absent,2021,8,5,6
4388,2578,COURSE35,,Present,2024,12,3,0
4389,2733,COURSE49,,Present,2023,12,26,4
4390,2158,COURSE6,,Present,2020,12,6,0
4391,2445,COURSE40,,Absent,2024,2,10,0
4392,2245,COURSE19,,Absent,2020,2,3,6
4393,2851,COURSE28,,Absent,2021,11,1,0
4394,2589,COURSE6,,Present,2022,8,23,6
4395,2191,COURSE38,,Absent,2023,8,6,5
4396,1444,COURSE46,,Absent,2020,6,15,5
4397,2786,COURSE46,,Absent,2020,2,9,0
4398,1841,COURSE3,,Absent,2020,12,21,6
4399,1722,COURSE22,,Absent,2024,1,30,5
4400,2481,COURSE23,,Present,2022,5,28,1
4401,2881,COURSE37,,Absent,2021,7,30,6
4402,2514,COURSE47,,Absent,2021,10,31,3
4403,2696,COURSE46,,Absent,2022,12,29,3
4404,2791,COURSE10,,Absent,2022,1,29,2
4405,1359,COURSE38,,Absent,2022,12,25,6
4406,2539,COURSE4,,Absent,2021,10,17,4
4407,1228,COURSE34,,Present,2023,3,25,2
4408,1619,COURSE32,,Absent,2022,9,5,1
4409,2824,COURSE45,,Present,2023,6,5,3
4410,1591,COURSE1,,Absent,2022,10,4,6
4411,1301,COURSE23,,Present,2023,3,9,5
4412,1872,COURSE31,,Present,2021,5,23,1
4413,2365,COURSE23,,Present,2023,9,16,4
4414,1770,COURSE42,,Absent,2023,8,1,4
4415,2141,COURSE9,,Present,2022,2,20,6
4416,2416,COURSE7,,Present,2023,12,2,5
4417,2314,COURSE22,,Absent,2023,6,30,0
4418,2606,COURSE24,,Present,2022,8,5,5
4419,1730,COURSE9,,Absent,2022,4,23,5
4420,1441,COURSE11,,Absent,2023,5,1,3
4421,2094,COURSE15,,Absent,2023,4,23,0
4422,2733,COURSE35,,Absent,2021,12,19,4
4423,1586,COURSE22,,Present,2023,9,25,2
4424,2483,COURSE18,,Present,2023,3,28,0
4425,2119,COURSE17,,Absent,2021,5,18,6
4426,2430,COURSE3,,Present,2023,9,31,2
4427,1044,COURSE45,,Present,2023,8,11,3
4428,1631,COURSE43,,Present,2020,5,27,1
4429,2460,COURSE18,,Absent,2020,5,19,0
4430,1998,COURSE10,,Present,2020,5,3,0
4431,1188,COURSE46,,Absent,2024,4,1,3
4432,1610,COURSE14,,Absent,2022,9,23,6
4433,2461,COURSE50,,Present,2023,4,3,1
4434,1126,COURSE17,,Present,2023,8,5,5
4435,1877,COURSE24,,Present,2021,11,20,4
4436,2706,COURSE8,,Absent,2024,6,7,6
4437,2159,COURSE4,,Present,2021,5,21,6
4438,1843,COURSE7,,Absent,2023,12,14,1
4439,2472,COURSE17,,Present,2020,10,16,0
4440,2126,COURSE8,,Present,2020,5,3,1
4441,1423,COURSE29,,Present,2022,1,23,0
4442,1290,COURSE22,,Present,2020,3,12,5
4443,1378,COURSE6,,Present,2024,12,17,0
4444,2029,COURSE26,,Absent,2021,2,5,3
4445,2363,COURSE6,,Absent,2020,11,29,2
4446,1740,COURSE19,,Present,2021,12,3,2
4447,1561,COURSE35,,Absent,2024,1,16,0
4448,2506,COURSE31,,Absent,2024,9,27,2
4449,1694,COURSE18,,Present,2024,10,30,5
4450,1839,COURSE43,,Absent,2020,6,17,5
4451,1680,COURSE3,,Absent,2022,2,28,0
4452,1581,COURSE12,,Absent,2023,11,18,2
4453,2115,COURSE8,,Present,2020,3,26,0
4454,2408,COURSE47,,Present,2021,11,7,6
4455,1468,COURSE7,,Present,2021,5,15,6
4456,1110,COURSE8,,Absent,2022,7,15,1
4457,1277,COURSE24,,Absent,2023,5,23,0
4458,1985,COURSE9,,Present,2022,9,2,2
4459,2335,COURSE36,,Present,2021,1,6,3
4460,1496,COURSE29,,Absent,2020,11,1,0
4461,2545,COURSE42,,Present,2023,12,17,5
4462,2957,COURSE18,,Absent,2024,7,31,3
4463,1300,COURSE5,,Absent,2022,10,28,2
4464,2411,COURSE38,,Absent,2020,3,17,5
4465,1951,COURSE16,,Absent,2020,8,22,3
4466,2762,COURSE3,,Absent,2021,3,29,1
4467,1288,COURSE1,,Present,2020,12,6,3
4468,1353,COURSE44,,Present,2022,4,1,1
4469,1512,COURSE17,,Absent,2021,4,6,5
4470,2634,COURSE33,,Absent,2022,12,17,4
4471,2493,COURSE37,,Absent,2023,4,29,3
4472,1724,COURSE8,,Absent,2020,11,22,2
4473,2436,COURSE24,,Absent,2022,11,17,2
4474,1007,COURSE30,,Absent,2020,7,27,2
4475,1962,COURSE12,,Absent,2020,8,25,4
4476,2656,COURSE19,,Present,2022,9,19,1
4477,1331,COURSE7,,Present,2020,1,6,3
4478,2639,COURSE7,,Present,2020,3,8,4
4479,2250,COURSE11,,Present,2021,11,28,3
4480,2555,COURSE45,,Absent,2024,12,27,4
4481,2924,COURSE20,,Present,2023,10,8,2
4482,2080,COURSE46,,Absent,2022,6,26,4
4483,2526,COURSE38,,Absent,2022,8,19,5
4484,2171,COURSE40,,Absent,2021,7,10,0
4485,2394,COURSE6,,Absent,2024,9,27,1
4486,1417,COURSE9,,Present,2024,7,22,3
4487,1574,COURSE22,,Absent,2024,3,25,5
4488,2250,COURSE29,,Present,2022,4,26,0
4489,1917,COURSE45,,Present,2023,6,4,1
4490,2050,COURSE24,,Present,2020,8,8,2
4491,1750,COURSE28,,Present,2022,6,30,6
4492,2436,COURSE26,,Absent,2023,12,1,0
4493,1350,COURSE13,,Present,2020,10,15,2
4494,1492,COURSE14,,Present,2023,2,4,4
4495,1735,COURSE17,,Present,2021,7,9,5
4496,2946,COURSE4,,Absent,2021,6,10,1
4497,1070,COURSE13,,Present,2022,7,14,1
4498,2216,COURSE14,,Absent,2021,2,22,5
4499,1518,COURSE10,,Absent,2022,12,1,4
4500,2485,COURSE41,,Absent,2024,5,10,3
4501,2722,COURSE14,,Present,2022,8,3,2
4502,1635,COURSE9,,Absent,2021,6,26,5
4503,2404,COURSE5,,Present,2020,12,1,4
4504,2625,COURSE40,,Present,2021,1,9,1
4505,2047,COURSE37,,Present,2021,10,27,2
4506,1863,COURSE17,,Absent,2022,12,1,0
4507,1714,COURSE39,,Present,2020,3,7,4
4508,2650,COURSE40,,Absent,2020,12,30,2
4509,2968,COURSE7,,Absent,2023,12,6,0
4510,1476,COURSE40,,Absent,2022,8,12,1
4511,1732,COURSE10,,Absent,2022,1,4,2
4512,1216,COURSE18,,Absent,2024,12,14,5
4513,1805,COURSE30,,Absent,2020,2,13,5
4514,1373,COURSE15,,Present,2021,7,20,4
4515,2723,COURSE41,,Present,2023,8,24,2
4516,1030,COURSE14,,Absent,2023,10,9,5
4517,2439,COURSE33,,Present,2022,4,5,0
4518,2199,COURSE47,,Absent,2020,12,28,5
4519,2484,COURSE37,,Present,2023,5,9,5
4520,1035,COURSE20,,Present,2022,12,11,4
4521,2333,COURSE31,,Present,2023,10,11,4
4522,1859,COURSE35,,Present,2023,8,2,4
4523,1516,COURSE39,,Absent,2020,9,13,6
4524,1953,COURSE37,,Present,2022,11,17,4
4525,1562,COURSE46,,Present,2024,7,29,0
4526,1858,COURSE26,,Absent,2021,5,26,4
4527,1905,COURSE40,,Absent,2021,4,7,3
4528,1274,COURSE10,,Absent,2021,2,1,3
4529,1591,COURSE32,,Absent,2021,5,13,1
4530,1913,COURSE33,,Present,2020,4,1,5
4531,2675,COURSE27,,Present,2021,11,2,4
4532,1285,COURSE16,,Present,2021,1,19,2
4533,2799,COURSE27,,Absent,2023,11,23,2
4534,1799,COURSE3,,Present,2020,1,9,1
4535,2113,COURSE41,,Absent,2020,12,19,4
4536,2386,COURSE29,,Present,2020,6,28,4
4537,1170,COURSE34,,Present,2021,7,14,4
4538,1500,COURSE30,,Present,2020,3,18,4
4539,2586,COURSE46,,Present,2020,2,23,6
4540,1009,COURSE13,,Present,2020,6,19,5
4541,1474,COURSE10,,Present,2020,8,23,1
4542,1192,COURSE10,,Absent,2021,2,23,6
4543,2469,COURSE17,,Present,2024,8,7,3
4544,1872,COURSE19,,Present,2021,3,23,3
4545,2145,COURSE23,,Present,2023,4,27,6
4546,2163,COURSE48,,Present,2022,5,8,6
4547,2531,COURSE4,,Present,2022,7,6,5
4548,1440,COURSE3,,Present,2024,2,16,1
4549,1553,COURSE36,,Absent,2024,8,15,4
4550,1953,COURSE31,,Present,2022,6,24,3
4551,1253,COURSE2,,Absent,2023,9,3,4
4552,2804,COURSE35,,Absent,2021,12,20,6
4553,1721,COURSE9,,Present,2023,3,29,0
4554,2516,COURSE23,,Absent,2024,12,17,2
4555,2336,COURSE9,,Present,2024,3,28,0
4556,2737,COURSE1,,Absent,2020,12,13,1
4557,1028,COURSE43,,Absent,2021,2,11,5
4558,1928,COURSE8,,Present,2024,9,26,6
4559,2219,COURSE38,,Absent,2023,8,11,1
4560,2629,COURSE1,,Present,2024,8,15,5
4561,1973,COURSE22,,Present,2024,7,6,1
4562,2866,COURSE13,,Absent,2023,10,10,2
4563,2391,COURSE35,,Absent,2022,10,1,2
4564,2641,COURSE11,,Absent,2020,9,11,4
4565,2093,COURSE7,,Present,2023,8,26,1
4566,1380,COURSE23,,Absent,2024,12,22,6
4567,2893,COURSE35,,Absent,2020,8,11,4
4568,1590,COURSE24,,Absent,2022,3,6,1
4569,1259,COURSE33,,Present,2022,10,19,0
4570,1952,COURSE15,,Present,2021,3,16,1
4571,1126,COURSE6,,Present,2023,2,10,5
4572,2985,COURSE41,,Absent,2023,10,13,0
4573,1435,COURSE49,,Present,2024,6,5,1
4574,1886,COURSE26,,Present,2022,1,16,5
4575,1127,COURSE6,,Present,2023,9,10,6
4576,1578,COURSE13,,Present,2024,4,26,4
4577,1602,COURSE45,,Present,2021,7,29,5
4578,1428,COURSE3,,Absent,2023,7,27,5
4579,2471,COURSE3,,Present,2023,6,13,4
4580,2581,COURSE4,,Absent,2023,9,2,6
4581,1373,COURSE5,,Absent,2023,12,26,1
4582,1969,COURSE41,,Present,2021,9,2,2
4583,2143,COURSE20,,Absent,2023,10,2,0
4584,1801,COURSE50,,Absent,2022,4,3,0
4585,1224,COURSE31,,Present,2020,3,11,0
4586,1693,COURSE1,,Absent,2020,4,15,5
4587,2818,COURSE3,,Present,2023,8,3,6
4588,1651,COURSE46,,Present,2020,10,25,3
4589,2618,COURSE27,,Absent,2020,5,22,3
4590,1999,COURSE19,,Present,2020,2,15,6
4591,1758,COURSE2,,Present,2020,3,26,6
4592,1537,COURSE31,,Absent,2023,6,24,3
4593,2270,COURSE22,,Present,2020,11,15,1
4594,2286,COURSE36,,Present,2024,4,26,4
4595,2012,COURSE49,,Absent,2022,3,13,0
4596,1979,COURSE10,,Absent,2020,1,17,1
4597,1423,COURSE18,,Absent,2024,8,23,4
4598,1134,COURSE28,,Present,2021,9,22,5
4599,1872,COURSE26,,Absent,2022,3,22,4
4600,2215,COURSE40,,Absent,2023,8,30,1
4601,2911,COURSE7,,Present,2022,8,16,0
4602,1100,COURSE43,,Absent,2020,4,6,1
4603,2706,COURSE31,,Present,2024,10,8,0
4604,1165,COURSE8,,Absent,2021,8,31,2
4605,2711,COURSE1,,Present,2022,10,8,4
4606,2800,COURSE1,,Present,2023,8,15,3
4607,1060,COURSE22,,Present,2020,8,22,0
4608,2017,COURSE44,,Present,2022,7,3,5
4609,1290,COURSE34,,Present,2022,12,27,2
4610,2805,COURSE40,,Absent,2022,1,30,5
4611,1428,COURSE20,,Absent,2024,2,23,2
4612,1575,COURSE1,,Present,2023,4,13,0
4613,2777,COURSE3,,Absent,2021,7,8,3
4614,2632,COURSE46,,Present,2023,6,12,6
4615,1366,COURSE23,,Absent,2020,8,28,5
4616,2215,COURSE10,,Absent,2023,10,15,4
4617,1394,COURSE4,,Absent,2024,1,15,0
4618,1463,COURSE28,,Absent,2023,6,16,5
4619,1107,COURSE2,,Absent,2024,10,11,1
4620,1995,COURSE11,,Present,2021,7,26,2
4621,2233,COURSE20,,Present,2023,10,20,5
4622,1286,COURSE39,,Absent,2020,1,25,0
4623,2601,COURSE31,,Present,2021,3,31,1
4624,2810,COURSE28,,Absent,2022,10,14,0
4625,2907,COURSE29,,Present,2021,5,29,4
4626,1510,COURSE41,,Absent,2022,4,19,6
4627,2689,COURSE40,,Absent,2024,11,30,6
4628,1517,COURSE10,,Present,2023,4,28,4
4629,2491,COURSE3,,Present,2021,11,18,3
4630,1331,COURSE37,,Absent,2022,2,28,2
4631,1709,COURSE16,,Absent,2022,11,26,6
4632,2213,COURSE42,,Absent,2024,5,25,5
4633,1706,COURSE4,,Absent,2022,9,10,0
4634,1679,COURSE49,,Absent,2021,9,29,2
4635,1071,COURSE37,,Present,2023,5,13,2
4636,1479,COURSE10,,Absent,2021,11,1,1
4637,1862,COURSE3,,Absent,2020,10,6,3
4638,1196,COURSE1,,Present,2020,10,23,0
4639,2166,COURSE22,,Present,2023,11,4,0
4640,2860,COURSE23,,Absent,2021,10,27,6
4641,2043,COURSE23,,Absent,2024,10,13,1
4642,2619,COURSE14,,Absent,2023,8,14,6
4643,1714,COURSE6,,Absent,2022,8,2,0
4644,2713,COURSE8,,Present,2020,8,10,1
4645,1343,COURSE40,,Present,2021,12,6,0
4646,1604,COURSE46,,Absent,2020,3,13,1
4647,1306,COURSE27,,Absent,2021,7,26,1
4648,2224,COURSE3,,Present,2023,3,22,1
4649,1319,COURSE2,,Absent,2021,6,25,2
4650,2463,COURSE40,,Present,2020,12,15,1
4651,2069,COURSE50,,Present,2023,7,14,3
4652,1906,COURSE34,,Absent,2022,8,7,1
4653,2823,COURSE41,,Present,2024,10,18,5
4654,1451,COURSE20,,Absent,2021,11,19,0
4655,2318,COURSE42,,Present,2020,5,21,5
4656,1727,COURSE34,,Present,2022,1,27,2
4657,2676,COURSE36,,Absent,2020,9,22,3
4658,2587,COURSE30,,Present,2024,4,18,4
4659,1601,COURSE46,,Absent,2022,11,13,4
4660,2435,COURSE21,,Present,2024,4,11,3
4661,1425,COURSE25,,Absent,2022,1,6,3
4662,2693,COURSE8,,Present,2022,5,25,6
4663,1678,COURSE4,,Present,2024,6,22,3
4664,2538,COURSE20,,Absent,2024,4,25,2
4665,1954,COURSE4,,Absent,2024,2,2,4
4666,1759,COURSE22,,Present,2020,6,20,2
4667,1180,COURSE4,,Absent,2021,11,15,5
4668,1439,COURSE18,,Present,2022,1,3,1
4669,1087,COURSE46,,Absent,2021,7,15,0
4670,2025,COURSE34,,Present,2020,2,17,0
4671,1102,COURSE15,,Present,2022,11,18,2
4672,2612,COURSE19,,Absent,2022,11,20,3
4673,1481,COURSE11,,Absent,2024,8,14,5
4674,2506,COURSE6,,Absent,2021,1,27,2
4675,2701,COURSE3,,Absent,2020,6,19,1
4676,2299,COURSE50,,Present,2022,2,10,4
4677,2109,COURSE2,,Present,2024,9,27,6
4678,2488,COURSE12,,Absent,2024,1,13,6
4679,1163,COURSE50,,Absent,2023,4,21,2
4680,1615,COURSE16,,Present,2021,3,12,1
4681,2596,COURSE13,,Present,2024,5,20,2
4682,1317,COURSE24,,Present,2024,3,12,0
4683,2059,COURSE41,,Absent,2021,2,4,5
4684,2797,COURSE23,,Absent,2022,7,3,6
4685,2694,COURSE20,,Present,2022,7,7,0
4686,2899,COURSE15,,Present,2020,6,10,5
4687,2001,COURSE7,,Present,2020,6,15,0
4688,2730,COURSE21,,Absent,2022,5,21,6
4689,1356,COURSE44,,Absent,2020,12,2,3
4690,2480,COURSE10,,Absent,2023,2,29,6
4691,2841,COURSE40,,Absent,2023,10,18,2
4692,1979,COURSE17,,Absent,2024,7,12,6
4693,2874,COURSE5,,Present,2022,12,13,6
4694,1405,COURSE39,,Absent,2022,4,30,2
4695,1572,COURSE9,,Absent,2024,4,26,5
4696,2062,COURSE12,,Absent,2020,9,16,0
4697,2579,COURSE38,,Present,2020,3,12,5
4698,1873,COURSE36,,Present,2022,7,30,6
4699,1310,COURSE40,,Present,2024,9,15,5
4700,1378,COURSE35,,Absent,2023,10,24,4
4701,1559,COURSE12,,Absent,2022,5,27,6
4702,1663,COURSE6,,Absent,2024,11,27,3
4703,1591,COURSE43,,Absent,2024,10,21,2
4704,1213,COURSE24,,Present,2023,6,15,2
4705,1745,COURSE48,,Absent,2022,6,9,5
4706,2641,COURSE28,,Absent,2023,3,4,6
4707,2277,COURSE9,,Present,2024,9,23,3
4708,1239,COURSE8,,Present,2022,8,25,0
4709,1335,COURSE46,,Present,2020,9,10,1
4710,1834,COURSE33,,Absent,2022,2,6,5
4711,2952,COURSE22,,Present,2023,11,9,5
4712,1115,COURSE21,,Absent,2022,2,27,5
4713,1755,COURSE49,,Present,2020,8,14,0
4714,2315,COURSE35,,Absent,2020,2,11,3
4715,2172,COURSE18,,Present,2021,12,6,0
4716,2648,COURSE45,,Present,2023,8,31,1
4717,2014,COURSE7,,Present,2021,6,12,6
4718,1744,COURSE8,,Absent,2022,7,5,1
4719,1453,COURSE40,,Present,2022,1,4,0
4720,2933,COURSE26,,Present,2020,11,30,3
4721,1197,COURSE13,,Absent,2020,5,5,6
4722,2203,COURSE34,,Present,2020,6,3,1
4723,1684,COURSE27,,Present,2022,3,29,3
4724,1785,COURSE38,,Absent,2020,5,8,2
4725,2587,COURSE39,,Present,2022,12,27,2
4726,1667,COURSE47,,Present,2023,7,6,2
4727,1612,COURSE6,,Present,2022,10,20,2
4728,2911,COURSE4,,Present,2020,5,14,2
4729,1809,COURSE17,,Present,2024,4,29,0
4730,1296,COURSE24,,Present,2021,8,27,5
4731,1880,COURSE15,,Present,2023,11,12,2
4732,1626,COURSE35,,Present,2024,5,26,0
4733,2232,COURSE42,,Absent,2024,2,21,0
4734,2492,COURSE43,,Present,2023,2,12,6
4735,1342,COURSE8,,Present,2024,1,14,4
4736,1804,COURSE10,,Absent,2023,2,17,2
4737,2604,COURSE40,,Absent,2023,5,23,2
4738,1976,COURSE17,,Present,2020,11,7,6
4739,2406,COURSE1,,Absent,2021,11,3,4
4740,1773,COURSE49,,Absent,2021,4,18,2
4741,2832,COURSE1,,Absent,2024,8,17,6
4742,1428,COURSE7,,Absent,2022,12,18,5
4743,2738,COURSE37,,Present,2022,8,5,4
4744,1814,COURSE7,,Absent,2023,10,29,1
4745,1852,COURSE27,,Present,2020,8,29,3
4746,1031,COURSE4,,Present,2024,7,19,3
4747,2569,COURSE23,,Present,2020,6,5,2
4748,1751,COURSE28,,Present,2024,1,19,2
4749,1871,COURSE6,,Absent,2023,11,24,2
4750,1271,COURSE36,,Absent,2023,5,14,3
4751,1388,COURSE26,,Absent,2020,4,17,6
4752,2245,COURSE44,,Present,2023,5,21,4
4753,2329,COURSE22,,Absent,2024,5,1,6
4754,1583,COURSE43,,Absent,2023,11,28,3
4755,2543,COURSE44,,Present,2021,3,29,6
4756,1700,COURSE46,,Present,2024,5,8,3
4757,1988,COURSE45,,Absent,2024,11,16,0
4758,1410,COURSE44,,Absent,2021,6,9,4
4759,1609,COURSE38,,Present,2022,9,24,0
4760,1316,COURSE14,,Absent,2023,7,6,6
4761,1497,COURSE47,,Absent,2022,9,27,2
4762,1115,COURSE14,,Absent,2021,8,7,4
4763,2744,COURSE12,,Absent,2021,7,8,5
4764,1140,COURSE36,,Present,2020,12,1,3
4765,1728,COURSE42,,Present,2021,11,20,4
4766,1193,COURSE13,,Absent,2021,11,8,4
4767,2603,COURSE28,,Absent,2022,6,28,0
4768,2678,COURSE20,,Absent,2023,12,8,1
4769,2437,COURSE45,,Absent,2024,3,30,5
4770,1979,COURSE14,,Present,2024,8,22,5
4771,1045,COURSE10,,Absent,2024,11,3,5
4772,1837,COURSE11,,Absent,2021,8,18,3
4773,1625,COURSE16,,Absent,2022,5,5,1
4774,1487,COURSE37,,Absent,2021,7,19,1
4775,2991,COURSE30,,Absent,2020,10,13,1
4776,1954,COURSE32,,Present,2021,12,29,1
4777,2824,COURSE24,,Absent,2022,12,23,5
4778,2236,COURSE31,,Absent,2024,10,4,4
4779,1671,COURSE45,,Absent,2020,5,27,2
4780,2606,COURSE15,,Absent,2020,11,24,4
4781,1204,COURSE13,,Present,2023,2,10,1
4782,2294,COURSE43,,Absent,2020,12,7,4
4783,2921,COURSE42,,Present,2022,2,5,0
4784,1770,COURSE40,,Present,2023,10,22,6
4785,2984,COURSE5,,Absent,2020,9,30,4
4786,1912,COURSE3,,Present,2020,9,2,5
4787,2871,COURSE24,,Present,2023,3,4,4
4788,2789,COURSE24,,Absent,2022,10,1,2
4789,2435,COURSE9,,Present,2020,8,26,2
4790,1651,COURSE17,,Absent,2022,8,7,1
4791,2241,COURSE43,,Absent,2024,11,25,2
4792,2606,COURSE45,,Absent,2023,2,15,0
4793,2271,COURSE22,,Present,2024,1,11,1
4794,2370,COURSE5,,Absent,2023,7,27,2
4795,2006,COURSE22,,Present,2023,9,26,0
4796,2479,COURSE6,,Absent,2021,6,23,5
4797,1043,COURSE38,,Absent,2023,8,5,3
4798,2105,COURSE46,,Absent,2024,1,25,1
4799,1138,COURSE23,,Absent,2021,3,22,1
4800,1508,COURSE15,,Absent,2024,10,30,2
4801,2992,COURSE16,,Absent,2021,5,25,1
4802,2619,COURSE46,,Present,2022,4,18,1
4803,1303,COURSE13,,Present,2022,5,19,6
4804,1001,COURSE17,,Absent,2024,8,27,4
4805,2715,COURSE21,,Present,2023,6,3,3
4806,2007,COURSE46,,Present,2024,3,6,5
4807,1780,COURSE9,,Present,2022,1,23,1
4808,2828,COURSE16,,Absent,2021,2,3,3
4809,2084,COURSE38,,Present,2020,7,30,1
4810,1058,COURSE40,,Absent,2020,12,27,6
4811,1617,COURSE16,,Absent,2020,10,21,4
4812,1912,COURSE9,,Present,2022,6,8,2
4813,1843,COURSE40,,Absent,2024,4,19,4
4814,2077,COURSE37,,Present,2021,5,26,2
4815,1845,COURSE39,,Present,2020,5,5,6
4816,2051,COURSE6,,Absent,2023,1,7,5
4817,2500,COURSE32,,Present,2024,12,25,4
4818,1746,COURSE40,,Present,2022,5,30,4
4819,2819,COURSE46,,Present,2023,10,15,3
4820,1347,COURSE16,,Present,2021,3,15,3
4821,2715,COURSE24,,Absent,2020,2,23,0
4822,1492,COURSE23,,Absent,2022,2,3,4
4823,1449,COURSE1,,Absent,2022,8,23,4
4824,1140,COURSE40,,Absent,2021,3,25,5
4825,1194,COURSE34,,Present,2022,9,10,6
4826,1032,COURSE26,,Present,2020,8,31,2
4827,1902,COURSE39,,Absent,2020,1,25,1
4828,2366,COURSE49,,Absent,2020,3,25,1
4829,1546,COURSE13,,Present,2020,8,30,1
4830,1215,COURSE2,,Present,2022,2,29,4
4831,2227,COURSE11,,Present,2021,10,14,0
4832,1412,COURSE17,,Absent,2020,2,5,3
4833,2062,COURSE9,,Absent,2024,11,5,0
4834,1467,COURSE27,,Absent,2022,9,5,2
4835,1722,COURSE1,,Present,2022,8,8,6
4836,2052,COURSE7,,Present,2020,5,25,5
4837,1565,COURSE28,,Present,2020,7,31,0
4838,1868,COURSE42,,Present,2021,11,14,1
4839,1988,COURSE40,,Present,2024,2,1,0
4840,1759,COURSE50,,Absent,2024,2,13,6
4841,1915,COURSE33,,Absent,2020,11,3,1
4842,2918,COURSE3,,Present,2024,8,26,1
4843,1607,COURSE13,,Absent,2020,1,3,1
4844,1811,COURSE43,,Present,2023,1,31,6
4845,1554,COURSE22,,Present,2020,8,11,0
