GradeID,StudentID,CourseID,AssignmentType,Score,Date
6296,1055,COURSE130,Quiz,82.0,2020-07-08
6297,1023,COURSE65,Final Exam,80.0,2022-01-15
6298,1588,COURSE136,Final Exam,70.0,2020-11-10
6299,1602,COURSE66,Assignment,84.0,2023-11-23
6300,1670,COURSE128,Midterm,77.0,2021-02-14
6301,1233,COURSE122,Final Exam,63.0,2021-01-16
6302,2152,COURSE126,Midterm,73.0,2022-07-20
6303,2211,COURSE57,Midterm,97.0,2022-12-14
6304,2793,COURSE106,Midterm,78.0,2024-09-15
6305,1471,COURSE133,Midterm,100.0,2023-02-09
6306,2796,COURSE106,Final Exam,75.0,2020-02-26
6307,2110,COURSE63,Midterm,67.0,2024-03-12
6308,1892,COURSE82,Assignment,77.0,2024-05-11
6309,1993,COURSE88,Midterm,90.0,2024-08-02
6310,2488,COURSE93,Midterm,77.0,2022-11-14
6311,2401,COURSE69,Assignment,81.0,2022-10-19
6312,1568,COURSE135,Midterm,75.0,2024-10-15
6313,2531,COURSE94,Midterm,87.0,2024-05-02
6314,2718,COURSE67,Midterm,81.0,2020-04-22
6315,2819,COURSE79,Final Exam,96.0,2020-06-10
6316,1539,COURSE80,Assignment,77.0,2020-06-17
6317,2637,COURSE57,Quiz,63.0,2021-10-04
6318,2222,COURSE71,Midterm,74.0,2020-07-13
6319,2757,COURSE122,Midterm,81.0,2022-05-01
6320,1424,COURSE98,Assignment,82.0,2020-08-19
6321,2396,COURSE61,Assignment,90.0,2020-09-28
6322,1954,COURSE96,Assignment,84.0,2022-08-13
6323,2463,COURSE110,Final Exam,71.0,2022-03-31
6324,1559,COURSE149,Quiz,90.0,2022-06-27
6325,2668,COURSE94,Final Exam,90.0,2021-08-23
6326,2780,COURSE117,Final Exam,76.0,2021-09-18
6327,2577,COURSE145,Quiz,66.0,2023-06-24
6328,1933,COURSE128,Midterm,100.0,2022-02-25
6329,1411,COURSE135,Final Exam,79.0,2024-03-02
6330,1780,COURSE90,Midterm,86.0,2023-07-04
6331,2096,COURSE66,Midterm,80.0,2024-01-21
6332,2933,COURSE85,Quiz,89.0,2024-10-27
6333,2168,COURSE102,Final Exam,82.0,2022-12-16
6334,1125,COURSE85,Assignment,97.0,2022-01-19
6335,1274,COURSE73,Quiz,98.0,2022-01-11
6336,2608,COURSE69,Quiz,84.0,2020-05-27
6337,2048,COURSE141,Assignment,98.0,2024-11-20
6338,2262,COURSE125,Assignment,85.0,2022-10-09
6339,2117,COURSE109,Final Exam,93.0,2021-06-23
6340,1998,COURSE87,Quiz,100.0,2024-06-30
6341,2956,COURSE130,Midterm,75.0,2024-04-14
6342,1089,COURSE93,Quiz,82.0,2024-11-05
6343,1331,COURSE132,Assignment,84.0,2022-09-11
6344,2338,COURSE118,Final Exam,71.0,2021-05-20
6345,2100,COURSE99,Final Exam,72.0,2022-06-24
6346,1477,COURSE150,Assignment,100.0,2022-08-08
6347,1294,COURSE62,Quiz,65.0,2024-02-18
6348,2015,COURSE135,Quiz,87.0,2020-03-09
6349,2457,COURSE96,Assignment,88.0,2024-05-17
6350,2603,COURSE81,Final Exam,100.0,2024-03-15
6351,2724,COURSE107,Assignment,74.0,2024-03-04
6352,2490,COURSE57,Midterm,70.0,2020-04-27
6353,1582,COURSE84,Final Exam,75.0,2024-09-21
6354,2380,COURSE54,Midterm,84.0,2020-12-10
6355,1547,COURSE136,Midterm,84.0,2021-07-22
6356,2550,COURSE95,Assignment,89.0,2023-11-24
6357,2260,COURSE116,Quiz,84.0,2023-12-23
6358,1974,COURSE147,Assignment,73.0,2024-12-05
6359,2005,COURSE146,Assignment,76.0,2023-12-15
6360,1708,COURSE107,Quiz,70.0,2023-07-19
6361,1327,COURSE68,Assignment,77.0,2023-05-04
6362,1364,COURSE125,Midterm,77.0,2021-02-19
6363,2951,COURSE100,Midterm,81.0,2021-03-23
6364,1181,COURSE63,Quiz,83.0,2020-10-13
6365,1278,COURSE127,Quiz,79.0,2020-11-10
6366,2635,COURSE69,Midterm,60.0,2023-03-26
6367,2655,COURSE113,Assignment,100.0,2020-05-08
6368,1742,COURSE100,Quiz,76.0,2023-12-09
6369,2726,COURSE130,Assignment,74.0,2024-09-08
6370,2798,COURSE91,Midterm,77.0,2024-11-19
6371,1506,COURSE69,Assignment,79.0,2022-11-20
6372,1581,COURSE131,Quiz,87.0,2020-08-09
6373,2576,COURSE100,Assignment,94.0,2022-09-13
6374,1060,COURSE92,Quiz,68.0,2020-04-13
6375,1612,COURSE148,Quiz,81.0,2022-03-30
6376,1068,COURSE146,Assignment,69.0,2020-12-22
6377,1225,COURSE102,Final Exam,89.0,2022-09-03
6378,2530,COURSE59,Final Exam,73.0,2022-08-14
6379,2146,COURSE96,Final Exam,85.0,2022-09-23
6380,2596,COURSE77,Assignment,73.0,2021-12-22
6381,2271,COURSE129,Quiz,80.0,2024-07-19
6382,2021,COURSE102,Midterm,71.0,2021-09-10
6383,2873,COURSE132,Midterm,62.0,2022-02-24
6384,1029,COURSE135,Final Exam,66.0,2024-07-26
6385,1339,COURSE110,Assignment,69.0,2024-10-08
6386,2158,COURSE79,Assignment,79.0,2024-10-05
6387,2957,COURSE141,Assignment,68.0,2024-04-12
6388,1758,COURSE80,Assignment,89.0,2022-08-02
6389,2162,COURSE111,Final Exam,89.0,2024-11-27
6390,1447,COURSE75,Quiz,55.0,2024-10-16
6391,1068,COURSE141,Midterm,85.0,2020-10-22
6392,1283,COURSE54,Midterm,52.0,2022-03-25
6393,1617,COURSE144,Quiz,84.0,2021-09-01
6394,2351,COURSE124,Midterm,75.0,2023-04-18
6395,2733,COURSE125,Quiz,87.0,2021-06-17
6396,2174,COURSE119,Assignment,63.0,2022-05-03
6397,1568,COURSE118,Assignment,44.0,2023-06-15
6398,2432,COURSE55,Assignment,73.0,2023-06-21
6399,1908,COURSE95,Quiz,87.0,2021-08-01
6400,2318,COURSE98,Quiz,78.0,2021-02-19
6401,2040,COURSE51,Assignment,93.0,2022-10-14
6402,1893,COURSE62,Quiz,96.0,2020-08-21
6403,2763,COURSE127,Midterm,91.0,2023-10-15
6404,1559,COURSE146,Assignment,79.0,2021-12-07
6405,1351,COURSE72,Assignment,90.0,2024-10-15
6406,1390,COURSE129,Midterm,77.0,2020-09-12
6407,2982,COURSE111,Assignment,99.0,2024-03-15
6408,2599,COURSE96,Final Exam,79.0,2021-12-27
6409,1612,COURSE120,Assignment,76.0,2021-05-08
6410,2952,COURSE140,Assignment,70.0,2020-08-16
6411,2589,COURSE93,Assignment,84.0,2021-06-13
6412,1080,COURSE89,Midterm,94.0,2023-08-26
6413,1464,COURSE84,Final Exam,94.0,2024-11-30
6414,2339,COURSE91,Assignment,70.0,2022-06-11
6415,2671,COURSE82,Midterm,75.0,2023-10-17
6416,2270,COURSE129,Assignment,91.0,2020-09-02
6417,2502,COURSE141,Final Exam,72.0,2021-07-13
6418,2067,COURSE63,Quiz,82.0,2022-01-18
6419,2892,COURSE80,Midterm,70.0,2021-07-02
6420,2844,COURSE82,Midterm,83.0,2020-02-23
6421,1785,COURSE102,Assignment,68.0,2022-02-20
6422,1131,COURSE145,Final Exam,90.0,2023-09-08
6423,2744,COURSE67,Assignment,68.0,2022-03-16
6424,1002,COURSE66,Final Exam,71.0,2021-11-05
6425,1055,COURSE144,Assignment,67.0,2023-06-29
6426,2074,COURSE52,Assignment,81.0,2020-11-29
6427,2646,COURSE76,Quiz,78.0,2021-07-31
6428,2396,COURSE116,Final Exam,83.0,2024-02-16
6429,2539,COURSE107,Assignment,56.0,2024-04-26
6430,1327,COURSE68,Final Exam,82.0,2021-06-19
6431,2491,COURSE102,Midterm,83.0,2020-11-24
6432,2040,COURSE54,Midterm,83.0,2020-12-22
6433,2592,COURSE122,Midterm,73.0,2022-04-29
6434,2115,COURSE104,Midterm,88.0,2022-03-15
6435,1501,COURSE66,Assignment,77.0,2024-11-14
6436,1056,COURSE72,Final Exam,78.0,2020-02-07
6437,2065,COURSE105,Assignment,76.0,2022-03-04
6438,1559,COURSE126,Assignment,79.0,2023-01-15
6439,1689,COURSE138,Assignment,77.0,2023-05-05
6440,2573,COURSE126,Quiz,81.0,2020-03-11
6441,1367,COURSE122,Quiz,57.0,2024-12-10
6442,1113,COURSE125,Midterm,95.0,2023-04-04
6443,2697,COURSE81,Assignment,86.0,2021-06-17
6444,2778,COURSE120,Midterm,99.0,2023-04-01
6445,2417,COURSE138,Quiz,58.0,2023-06-12
6446,2012,COURSE92,Quiz,86.0,2020-11-17
6447,2748,COURSE72,Quiz,66.0,2020-08-24
6448,2789,COURSE133,Final Exam,76.0,2024-07-02
6449,2192,COURSE76,Midterm,65.0,2020-03-09
6450,2491,COURSE77,Final Exam,74.0,2021-02-22
6451,1253,COURSE131,Final Exam,67.0,2022-05-15
6452,2814,COURSE74,Final Exam,88.0,2024-01-25
6453,1622,COURSE67,Final Exam,63.0,2022-10-05
6454,1004,COURSE64,Final Exam,67.0,2020-10-03
6455,2999,COURSE74,Final Exam,60.0,2024-09-19
6456,1407,COURSE68,Midterm,82.0,2024-12-16
6457,2343,COURSE60,Assignment,76.0,2024-09-25
6458,1535,COURSE131,Midterm,82.0,2021-04-25
6459,2812,COURSE92,Quiz,92.0,2021-05-20
6460,1979,COURSE74,Midterm,82.0,2021-09-19
6461,1280,COURSE116,Midterm,97.0,2023-08-24
6462,1270,COURSE79,Final Exam,70.0,2024-01-07
6463,1610,COURSE146,Midterm,97.0,2022-10-01
6464,1890,COURSE86,Assignment,64.0,2020-08-24
6465,2643,COURSE87,Assignment,80.0,2021-09-01
6466,2512,COURSE78,Midterm,83.0,2024-03-04
6467,2761,COURSE108,Midterm,89.0,2023-03-04
6468,2583,COURSE98,Midterm,70.0,2022-12-01
6469,2149,COURSE101,Assignment,75.0,2020-07-12
6470,1602,COURSE101,Midterm,73.0,2021-06-22
6471,1834,COURSE85,Final Exam,100.0,2024-02-28
6472,1255,COURSE112,Quiz,77.0,2023-07-08
6473,2442,COURSE61,Quiz,88.0,2022-04-13
6474,2576,COURSE125,Quiz,88.0,2024-05-02
6475,1741,COURSE115,Midterm,81.0,2022-11-21
6476,1204,COURSE105,Quiz,73.0,2024-08-20
6477,1987,COURSE130,Final Exam,68.0,2022-10-20
6478,2285,COURSE122,Midterm,61.0,2022-09-08
6479,2556,COURSE136,Midterm,81.0,2021-07-30
6480,1893,COURSE123,Final Exam,71.0,2021-02-04
6481,1885,COURSE64,Quiz,87.0,2020-05-14
6482,1903,COURSE146,Midterm,76.0,2021-01-19
6483,1611,COURSE130,Quiz,87.0,2021-09-02
6484,1943,COURSE109,Final Exam,55.0,2023-07-24
6485,1884,COURSE73,Final Exam,85.0,2024-01-06
6486,1798,COURSE71,Midterm,65.0,2022-11-30
6487,2972,COURSE141,Final Exam,69.0,2024-10-29
6488,1883,COURSE107,Midterm,54.0,2022-07-04
6489,1414,COURSE120,Assignment,69.0,2023-08-04
6490,2960,COURSE100,Quiz,61.0,2020-07-26
6491,2296,COURSE89,Midterm,85.0,2024-10-24
6492,2817,COURSE75,Final Exam,91.0,2022-11-13
6493,2779,COURSE105,Midterm,91.0,2021-08-07
6494,1973,COURSE124,Final Exam,67.0,2023-09-06
6495,2866,COURSE105,Midterm,50.0,2022-11-12
6496,1719,COURSE54,Assignment,71.0,2022-09-21
6497,2984,COURSE142,Midterm,73.0,2023-08-24
6498,1819,COURSE130,Final Exam,78.0,2020-10-09
6499,1671,COURSE80,Final Exam,80.0,2023-08-03
6500,2572,COURSE150,Final Exam,63.0,2021-03-29
6501,2998,COURSE90,Assignment,64.0,2021-09-10
6502,2615,COURSE102,Midterm,97.0,2022-03-24
6503,1835,COURSE130,Assignment,57.0,2024-03-28
6504,2845,COURSE72,Midterm,78.0,2023-11-23
6505,1146,COURSE60,Midterm,77.0,2024-11-22
6506,1656,COURSE121,Quiz,88.0,2020-11-12
6507,1419,COURSE123,Quiz,57.0,2022-03-17
6508,1475,COURSE110,Midterm,99.0,2023-06-04
6509,2300,COURSE92,Quiz,80.0,2022-05-24
6510,2536,COURSE99,Midterm,73.0,2021-04-09
6511,1142,COURSE148,Quiz,82.0,2022-10-23
6512,1501,COURSE122,Midterm,85.0,2020-07-06
6513,2876,COURSE132,Quiz,86.0,2020-09-12
6514,2689,COURSE148,Assignment,80.0,2022-09-11
6515,2478,COURSE75,Assignment,84.0,2021-12-07
6516,2209,COURSE90,Quiz,80.0,2022-09-19
6517,1034,COURSE111,Final Exam,73.0,2023-11-13
6518,1646,COURSE135,Midterm,94.0,2022-07-15
6519,2344,COURSE77,Midterm,92.0,2020-03-18
6520,2326,COURSE97,Final Exam,77.0,2020-02-03
6521,2135,COURSE116,Assignment,69.0,2020-06-23
6522,2627,COURSE63,Final Exam,96.0,2023-04-16
6523,2871,COURSE94,Quiz,91.0,2021-09-16
6524,2254,COURSE94,Final Exam,43.0,2021-09-21
6525,2691,COURSE136,Final Exam,72.0,2022-10-06
6526,1369,COURSE91,Midterm,75.0,2024-04-16
6527,2636,COURSE147,Final Exam,75.0,2024-04-10
6528,1606,COURSE64,Assignment,71.0,2021-06-04
6529,2489,COURSE135,Assignment,99.0,2022-07-11
6530,2250,COURSE81,Assignment,87.0,2024-03-09
6531,1765,COURSE58,Quiz,74.0,2020-08-28
6532,2508,COURSE72,Assignment,82.0,2020-05-28
6533,2165,COURSE84,Assignment,74.0,2023-03-04
6534,2222,COURSE76,Midterm,91.0,2022-10-06
6535,2811,COURSE106,Assignment,66.0,2020-05-17
6536,1086,COURSE105,Final Exam,90.0,2021-07-28
6537,2811,COURSE69,Midterm,77.0,2021-02-18
6538,1556,COURSE129,Final Exam,80.0,2022-04-28
6539,2129,COURSE115,Midterm,68.0,2022-09-14
6540,1916,COURSE88,Quiz,75.0,2021-11-28
6541,1089,COURSE69,Assignment,83.0,2023-04-20
6542,1962,COURSE136,Midterm,70.0,2024-03-07
6543,2055,COURSE76,Assignment,63.0,2023-02-21
6544,2561,COURSE86,Quiz,84.0,2020-02-22
6545,2475,COURSE140,Final Exam,84.0,2020-12-16
6546,2149,COURSE112,Final Exam,67.0,2021-09-17
6547,2937,COURSE133,Final Exam,86.0,2023-08-31
6548,2901,COURSE123,Midterm,69.0,2020-10-28
6549,1332,COURSE95,Quiz,98.0,2022-09-28
6550,2306,COURSE69,Quiz,68.0,2021-10-01
6551,1734,COURSE141,Midterm,71.0,2024-10-04
6552,2185,COURSE55,Quiz,79.0,2022-08-23
6553,2164,COURSE75,Assignment,94.0,2024-12-14
6554,2698,COURSE92,Quiz,84.0,2021-05-09
6555,2644,COURSE120,Final Exam,72.0,2022-06-11
6556,1227,COURSE74,Assignment,68.0,2024-05-10
6557,2757,COURSE136,Assignment,80.0,2024-12-17
6558,2336,COURSE75,Assignment,80.0,2020-07-30
6559,1070,COURSE108,Final Exam,64.0,2024-08-17
6560,2628,COURSE127,Final Exam,72.0,2023-07-11
6561,1402,COURSE124,Midterm,79.0,2024-04-04
6562,2880,COURSE59,Midterm,74.0,2024-09-18
6563,1114,COURSE114,Midterm,100.0,2023-11-22
6564,1578,COURSE92,Final Exam,71.0,2020-10-30
6565,1082,COURSE111,Midterm,64.0,2021-09-27
6566,2240,COURSE96,Midterm,59.0,2020-10-02
6567,1684,COURSE78,Assignment,91.0,2022-08-02
6568,1436,COURSE79,Midterm,70.0,2023-07-20
6569,2186,COURSE129,Assignment,73.0,2023-07-31
6570,1787,COURSE92,Midterm,83.0,2023-03-13
6571,1138,COURSE97,Assignment,96.0,2022-09-17
6572,1446,COURSE115,Midterm,53.0,2024-09-10
6573,2180,COURSE132,Assignment,80.0,2023-02-25
6574,1384,COURSE101,Midterm,79.0,2023-03-16
6575,1786,COURSE120,Quiz,76.0,2023-03-06
6576,1534,COURSE84,Quiz,89.0,2021-08-26
6577,1025,COURSE113,Midterm,70.0,2023-09-25
6578,2875,COURSE141,Assignment,100.0,2020-02-18
6579,1891,COURSE63,Quiz,76.0,2024-02-25
6580,1878,COURSE84,Quiz,88.0,2022-05-15
6581,1636,COURSE131,Assignment,60.0,2024-04-05
6582,1967,COURSE81,Assignment,85.0,2021-02-15
6583,1900,COURSE115,Midterm,93.0,2024-11-20
6584,1674,COURSE91,Quiz,70.0,2020-07-20
6585,2038,COURSE83,Quiz,79.0,2021-05-17
6586,2721,COURSE54,Quiz,81.0,2022-05-16
6587,2890,COURSE64,Midterm,80.0,2022-08-05
6588,2793,COURSE138,Final Exam,79.0,2022-02-26
6589,1393,COURSE103,Quiz,76.0,2024-07-04
6590,2605,COURSE96,Quiz,77.0,2021-12-15
6591,1199,COURSE110,Midterm,75.0,2020-07-25
6592,1062,COURSE96,Assignment,72.0,2024-10-30
6593,1254,COURSE148,Assignment,65.0,2023-05-02
6594,2410,COURSE59,Quiz,73.0,2022-08-14
6595,2011,COURSE143,Quiz,58.0,2023-02-11
6596,2765,COURSE110,Assignment,85.0,2021-07-26
6597,2628,COURSE54,Assignment,64.0,2022-05-19
6598,1321,COURSE77,Quiz,85.0,2024-03-27
6599,1367,COURSE96,Assignment,95.0,2023-03-21
6600,2335,COURSE51,Midterm,85.0,2024-09-08
6601,1776,COURSE142,Assignment,87.0,2022-04-06
6602,2928,COURSE123,Midterm,87.0,2022-03-07
6603,1506,COURSE94,Midterm,100.0,2020-05-21
6604,1983,COURSE56,Final Exam,78.0,2020-09-25
6605,1062,COURSE118,Final Exam,82.0,2020-10-15
6606,2737,COURSE78,Quiz,68.0,2020-12-06
6607,2941,COURSE139,Midterm,75.0,2020-05-30
6608,1406,COURSE108,Quiz,77.0,2021-01-25
6609,1380,COURSE121,Assignment,90.0,2020-11-09
6610,2701,COURSE78,Assignment,81.0,2020-06-15
6611,1805,COURSE100,Final Exam,75.0,2024-10-21
6612,1922,COURSE130,Assignment,64.0,2022-06-11
6613,1065,COURSE61,Final Exam,66.0,2022-08-19
6614,1495,COURSE57,Assignment,75.0,2021-12-25
6615,1474,COURSE67,Final Exam,68.0,2022-04-18
6616,1375,COURSE115,Final Exam,70.0,2021-08-30
6617,1509,COURSE99,Quiz,88.0,2023-05-02
6618,1080,COURSE57,Quiz,78.0,2023-12-20
6619,1207,COURSE69,Quiz,87.0,2020-11-15
6620,1291,COURSE68,Assignment,63.0,2024-06-12
6621,1582,COURSE57,Final Exam,48.0,2023-04-28
6622,2957,COURSE146,Assignment,100.0,2020-08-14
6623,1253,COURSE108,Final Exam,69.0,2024-10-01
6624,2641,COURSE126,Midterm,76.0,2022-04-22
6625,2115,COURSE121,Midterm,64.0,2021-09-07
6626,2048,COURSE90,Quiz,83.0,2020-07-30
6627,2268,COURSE105,Final Exam,70.0,2022-03-27
6628,1090,COURSE93,Quiz,75.0,2024-12-05
6629,2412,COURSE116,Assignment,79.0,2024-10-18
6630,1874,COURSE70,Midterm,84.0,2022-01-02
6631,1205,COURSE103,Midterm,85.0,2020-04-27
6632,2675,COURSE66,Quiz,85.0,2024-09-07
6633,2480,COURSE71,Quiz,91.0,2021-03-25
6634,1601,COURSE113,Quiz,71.0,2020-12-15
6635,2043,COURSE112,Midterm,60.0,2023-09-18
6636,2031,COURSE117,Final Exam,100.0,2023-10-11
6637,2305,COURSE94,Assignment,84.0,2021-08-23
6638,1313,COURSE104,Assignment,55.0,2024-07-02
6639,1758,COURSE95,Assignment,75.0,2023-12-21
6640,2323,COURSE74,Final Exam,64.0,2024-01-31
6641,2188,COURSE102,Midterm,84.0,2022-06-27
6642,1335,COURSE88,Final Exam,95.0,2024-06-24
6643,1223,COURSE139,Assignment,85.0,2023-06-15
6644,1761,COURSE130,Midterm,73.0,2023-04-02
6645,2264,COURSE65,Final Exam,81.0,2022-05-17
6646,1104,COURSE72,Final Exam,52.0,2022-05-26
6647,1156,COURSE89,Assignment,92.0,2021-11-18
6648,2717,COURSE122,Quiz,83.0,2024-05-05
6649,1773,COURSE55,Assignment,80.0,2021-05-13
6650,1656,COURSE109,Final Exam,70.0,2020-07-18
6651,2334,COURSE101,Midterm,90.0,2023-12-02
6652,2141,COURSE149,Midterm,100.0,2024-01-04
6653,2055,COURSE93,Assignment,71.0,2022-02-11
6654,1603,COURSE76,Midterm,79.0,2023-12-19
6655,1075,COURSE148,Assignment,76.0,2023-09-29
6656,1548,COURSE144,Final Exam,76.0,2024-11-16
6657,2563,COURSE134,Final Exam,98.0,2023-02-03
6658,2229,COURSE107,Assignment,85.0,2024-03-24
6659,2441,COURSE56,Assignment,97.0,2023-05-27
6660,1787,COURSE130,Midterm,56.0,2020-09-19
6661,1828,COURSE53,Quiz,82.0,2022-01-15
6662,2024,COURSE81,Quiz,81.0,2023-01-16
6663,2999,COURSE77,Final Exam,75.0,2020-04-23
6664,2933,COURSE98,Quiz,75.0,2020-05-15
6665,2088,COURSE64,Midterm,74.0,2023-06-10
6666,2670,COURSE74,Quiz,77.0,2021-02-22
6667,1706,COURSE66,Midterm,70.0,2023-07-30
6668,1060,COURSE100,Quiz,80.0,2020-08-23
6669,1619,COURSE75,Midterm,62.0,2021-07-23
6670,2546,COURSE99,Final Exam,76.0,2024-08-20
6671,2462,COURSE76,Final Exam,76.0,2021-03-24
6672,1957,COURSE145,Assignment,83.0,2024-09-17
6673,2910,COURSE100,Final Exam,66.0,2023-09-23
6674,2261,COURSE75,Assignment,72.0,2024-02-18
6675,1263,COURSE92,Quiz,73.0,2023-08-18
6676,1135,COURSE79,Quiz,78.0,2024-07-03
6677,2952,COURSE124,Midterm,89.0,2024-03-30
6678,2688,COURSE87,Final Exam,64.0,2020-08-16
6679,2460,COURSE127,Final Exam,74.0,2022-10-25
6680,1680,COURSE121,Final Exam,73.0,2021-01-07
6681,2348,COURSE149,Assignment,68.0,2023-05-27
6682,2489,COURSE112,Quiz,95.0,2020-08-06
6683,2859,COURSE98,Assignment,76.0,2024-02-07
6684,1535,COURSE129,Assignment,77.0,2021-04-21
6685,2874,COURSE82,Quiz,72.0,2020-07-14
6686,1903,COURSE54,Midterm,95.0,2020-08-15
6687,2504,COURSE58,Assignment,89.0,2024-10-26
6688,1936,COURSE92,Midterm,100.0,2023-11-13
6689,2658,COURSE126,Final Exam,62.0,2023-09-02
6690,2326,COURSE54,Final Exam,91.0,2024-11-30
6691,2156,COURSE101,Assignment,71.0,2022-02-20
6692,2671,COURSE56,Assignment,81.0,2024-12-13
6693,2263,COURSE56,Final Exam,82.0,2024-12-13
6694,2377,COURSE119,Final Exam,81.0,2023-03-13
6695,1188,COURSE70,Assignment,63.0,2022-02-15
6696,2321,COURSE102,Quiz,73.0,2021-10-17
6697,2610,COURSE70,Midterm,54.0,2023-05-23
6698,1948,COURSE70,Quiz,88.0,2022-07-01
6699,1007,COURSE60,Quiz,75.0,2021-06-08
6700,2006,COURSE77,Assignment,77.0,2021-12-12
6701,2399,COURSE138,Assignment,69.0,2020-02-07
6702,1840,COURSE107,Quiz,72.0,2022-02-20
6703,2889,COURSE82,Final Exam,72.0,2021-08-06
6704,1043,COURSE107,Midterm,100.0,2020-08-31
6705,2711,COURSE62,Final Exam,75.0,2023-02-14
6706,2618,COURSE66,Final Exam,87.0,2020-08-14
6707,2936,COURSE129,Midterm,71.0,2024-09-08
6708,2171,COURSE54,Midterm,62.0,2022-11-02
6709,2814,COURSE127,Quiz,59.0,2021-09-14
6710,2397,COURSE57,Assignment,60.0,2020-05-14
6711,2484,COURSE102,Assignment,64.0,2024-09-20
6712,1489,COURSE142,Assignment,82.0,2021-08-23
6713,2412,COURSE106,Quiz,65.0,2023-11-01
6714,2467,COURSE140,Quiz,74.0,2024-06-15
6715,2678,COURSE92,Quiz,96.0,2024-03-03
6716,1977,COURSE66,Midterm,68.0,2021-12-20
6717,1951,COURSE134,Quiz,94.0,2023-08-12
6718,1836,COURSE146,Quiz,72.0,2021-10-19
6719,1877,COURSE96,Assignment,67.0,2021-02-18
6720,1530,COURSE106,Final Exam,90.0,2021-11-25
6721,2815,COURSE116,Final Exam,76.0,2024-08-31
6722,2463,COURSE118,Quiz,70.0,2020-07-17
6723,2116,COURSE146,Assignment,77.0,2022-02-12
6724,2746,COURSE102,Assignment,84.0,2020-05-24
6725,1490,COURSE142,Quiz,81.0,2021-04-13
6726,1046,COURSE144,Assignment,65.0,2020-09-14
6727,2218,COURSE80,Final Exam,74.0,2023-01-02
6728,2029,COURSE71,Quiz,71.0,2024-05-03
6729,2814,COURSE69,Midterm,94.0,2020-03-08
6730,2752,COURSE51,Quiz,90.0,2024-12-22
6731,2758,COURSE68,Quiz,83.0,2024-09-07
6732,1803,COURSE88,Assignment,73.0,2021-04-08
6733,2319,COURSE99,Final Exam,86.0,2021-12-21
6734,1122,COURSE145,Final Exam,100.0,2024-10-20
6735,2053,COURSE97,Assignment,81.0,2023-01-17
6736,2679,COURSE111,Assignment,91.0,2020-07-18
6737,1507,COURSE137,Assignment,78.0,2024-09-01
6738,1749,COURSE141,Assignment,97.0,2023-06-24
6739,1884,COURSE102,Final Exam,76.0,2024-01-12
6740,2080,COURSE54,Final Exam,88.0,2020-09-23
6741,1568,COURSE64,Midterm,85.0,2020-06-08
6742,2746,COURSE112,Midterm,69.0,2023-05-07
6743,1879,COURSE102,Quiz,67.0,2022-01-27
6744,2374,COURSE54,Midterm,68.0,2020-07-25
6745,2597,COURSE111,Midterm,81.0,2021-09-18
6746,2225,COURSE97,Midterm,94.0,2024-08-27
6747,2687,COURSE75,Midterm,87.0,2022-07-16
6748,2494,COURSE99,Final Exam,78.0,2024-03-16
6749,2474,COURSE102,Quiz,79.0,2021-11-17
6750,2362,COURSE74,Quiz,87.0,2022-07-23
6751,2712,COURSE82,Quiz,82.0,2021-11-20
6752,1244,COURSE98,Quiz,79.0,2021-08-17
6753,1692,COURSE130,Final Exam,69.0,2024-06-03
6754,1523,COURSE118,Quiz,64.0,2023-03-03
6755,1789,COURSE75,Assignment,70.0,2024-05-06
6756,2407,COURSE52,Final Exam,93.0,2020-04-08
6757,1875,COURSE121,Final Exam,58.0,2023-08-09
6758,1039,COURSE55,Quiz,67.0,2021-09-11
6759,2212,COURSE138,Assignment,59.0,2022-08-03
6760,2227,COURSE66,Midterm,58.0,2024-08-19
6761,1050,COURSE84,Assignment,100.0,2022-12-27
6762,1447,COURSE93,Assignment,82.0,2022-09-16
6763,2146,COURSE78,Quiz,59.0,2024-02-01
6764,1498,COURSE112,Assignment,63.0,2024-03-15
6765,2405,COURSE114,Final Exam,88.0,2024-07-19
6766,1584,COURSE69,Assignment,93.0,2020-12-30
6767,2788,COURSE138,Final Exam,63.0,2024-07-01
6768,1055,COURSE103,Midterm,77.0,2020-07-16
6769,2013,COURSE52,Final Exam,78.0,2023-11-16
6770,1167,COURSE108,Final Exam,68.0,2023-08-01
6771,1122,COURSE88,Assignment,80.0,2021-09-03
6772,1638,COURSE103,Quiz,79.0,2020-08-14
6773,2697,COURSE149,Quiz,81.0,2020-10-16
6774,2020,COURSE55,Final Exam,73.0,2021-11-29
6775,1234,COURSE79,Assignment,77.0,2023-08-17
6776,2824,COURSE71,Final Exam,58.0,2020-03-15
6777,2193,COURSE64,Assignment,88.0,2023-08-28
6778,2076,COURSE115,Final Exam,82.0,2022-08-17
6779,1107,COURSE141,Assignment,91.0,2020-12-12
6780,2861,COURSE144,Final Exam,96.0,2024-11-12
6781,2659,COURSE107,Midterm,59.0,2024-09-08
6782,2018,COURSE80,Midterm,98.0,2024-04-30
6783,2342,COURSE136,Assignment,86.0,2023-10-14
6784,2312,COURSE145,Final Exam,92.0,2020-01-01
6785,1208,COURSE54,Final Exam,83.0,2024-06-04
6786,2072,COURSE66,Quiz,94.0,2024-12-03
6787,2549,COURSE72,Assignment,83.0,2020-07-03
6788,2627,COURSE86,Assignment,65.0,2024-03-25
6789,2692,COURSE148,Assignment,76.0,2023-05-30
